stop_id	stop_code	stop_name	stop_desc	stop_lat	stop_lon	zone_id	location_type	parent_station
2524	2524	Oak Avenue (near 14)	OakAve (14)	-41.10416357	174.8781471	6	0	
8569	8569	Fergusson Drive at Ranfurly Street	FergussonDr at Ranfurly	-41.13311957	175.0398045	7	0	
1368	1368	Ngaio Road at Matatua Road	NgaioRd at Matatua	-40.91164839	174.981805	9	0	
9501	9501	Totara Park Road at Fergusson Drive (near 15)	TotaraPkRd at Fergusson (15)	-41.11858558	175.0818755	7	0	
6031	6031	Caledonia Street at Hobart Street (school stop)	CaledoniaSt at Hobart (sch)	-41.32147393	174.8129269	3	0	
7792	7792	Ohiro Road (near 326)	OhiroRd (326)	-41.31254233	174.7616688	2	0	
8370	8370	Stokes Valley Road at Milton Street (near 280)	StokesVlyRd at Milton (280)	-41.17808325	174.9820685	6	0	
8007	8007	Cuba Street at Jackson Street	CubaSt at Jackson	-41.22681562	174.8853522	4	0	
6292	6292	Tannadyce Street (near 40)	TannadyceSt (40)	-41.32930553	174.8246153	3	0	
2748	2748	Joseph Banks Drive (near 34)	JosephBanksDr (34)	-41.10839354	174.9057775	6	0	
8910	8910	Main Road at Wainuiomata Village	MainRd at WainuiVlg	-41.2731341	174.954259	5	0	
5924	5924	Northland Road at Kaihuia Street	NorthlandRd at Kaihuia	-41.27933399	174.7598201	2	0	
3758	3758	Woodridge Drive at Glenwood Grove (near 6)	WoodridgeDr at Glenwood (6)	-41.22074761	174.8316146	3	0	
7550	7550	Evans Bay Parade at Belvedere Road	EvansBayPde at Belvedere	-41.30825	174.79789	2	0	
6124	6124	Luxford St at Berhampore Shops (opposite)	LuxfordSt at BerhamporeShops (opp)	-41.31989599	174.7754872	2	0	
1228	1228	Gray Avenue at Eatwell Avenue (near 3)	GrayAve at Eatwell (3)	-40.89401703	174.9908935	9	0	
3480	3480	Stewart Drive (near 103)	StewartDr (103)	-41.22221063	174.8131643	3	0	
4410	4410	Cockayne Road at Setsan Way	CockayneRd at Setsan	-41.25273182	174.7793958	3	0	
7261	7261	Mt Crawford	MtCrawford	-41.29479	174.82782	3	0	
4424	4424	Mandalay Terrace at Onslow Road	MandalayTce at Onslow	-41.24852265	174.8010025	3	0	
6724	6724	Mills Road at Fortunatus Street	MillsRd at Fortunatus	-41.3121163	174.765958	2	0	
6257	6257	Kaikoura Street opposite Cobar Close	KaikouraSt opp Cobar	-41.30600497	174.8171567	3	0	
8060	8060	Protea Street (near 4)	ProteaSt (4)	-41.20482782	174.8749409	4	0	
9115	9115	Lower Hutt - Queensgate - Stop A	LowerHutt-A	-41.2091982	174.9050033	4	0	
3820	3820	Kanpur Road (near 45)	KanpurRd (45)	-41.2376428	174.7940215	3	0	
9348	9348	Park Road at Natusch Road (near 13)	ParkRd at Natusch (13)	-41.19299968	174.9203929	5	0	
8587	8587	Fergusson Drive at Cruickshank Road (near 1150)	FergussonDr at Cruickshank (1150)	-41.11543587	175.0916613	7	0	
9779	9779	Bell Road South at Gracefield Road	BellRdS at Gracefield	-41.23541238	174.9156681	4	0	
8009	8009	Cuba Street at Burnham Street	CubaSt at Burnham	-41.21953424	174.8893617	4	0	
5922	5922	Northland Village - Northland Road	NorthlandVlg-NorthlandRd	-41.28331336	174.7572177	2	0	
9312	9312	Holborn Drive opposite Shaftsbury Grove	Holborn opp Shaftsbury	-41.17139064	174.9741809	6	0	
5446	5446	Ngaio Gorge Road at Trelissick Crescent	NgaioGorgeRd at Trelissick	-41.25627278	174.7717336	3	0	
2580	2580	Kahu Road (near 68)	KahuRd (68)	-41.1079092	174.8749194	6	0	
2304	2304	Champion Street at Cornwall Crescent (near 105)	ChampionSt at Cornwall (105)	-41.13493061	174.8582946	5	0	
1820	1820	Main Street at Humphries Street	MainSt at Humphries	-41.08732877	175.452557	12	0	
2834	2834	Dimock Street (near 99)	DimockSt (99)	-41.10136333	174.8452018	5	0	
7720	7720	Brooklyn - Stop B	Brooklyn-B	-41.30514192	174.7653414	2	0	
4411	4411	Cockayne Road at Bankot Crescent (near 155)	CockayneRd at Bankot (155)	-41.25213438	174.7830795	3	0	
7125	7125	Adelaide Road (near 500)	AdelaideRd (500)	-41.3217022	174.7751778	2	0	
3508	3508	Helston Road at Warren Street (near 6)	HelstonRd at Warren (6)	-41.216803	174.816469	3	0	
8692	8692	Akatarawa Road - Harcourt Park (opposite)	HarcourtPk (opp)	-41.09907727	175.0947142	7	0	
3434	3434	Mark Avenue (near 193)	MarkAve (193)	-41.203776	174.825893	3	0	
9247	9247	High Street at Avalon Intermediate School	HighSt at AvalonIntSch	-41.18924572	174.9508077	5	0	
4314	4314	Glenmore Street at Garden Road	GlenmoreSt at Garden	-41.28248936	174.7632456	2	0	
5396	5396	Karori Mall - Beauchamp Street (school stop)	KaroriMall-BeauchampSt (sch)	-41.28507667	174.7369863	3	0	
9541	9541	Brentwood Street (near 43)	BrentwoodSt (43)	-41.13232464	175.0338232	7	0	
3279	3279	Churton Park - Melksham Drive (near 95)	ChurtonPrk-MelkshamDr (95)	-41.193162	174.80826	3	0	
8278	8278	Waddington Drive at Hay Street	WaddingtonDr at Hay	-41.20304194	174.9605199	5	0	
8907	8907	Main Road at Bledisloe Crescent	MainRd at BledisloeCres	-41.26475464	174.9491148	5	0	
6049	6049	Breaker Bay Road (opposite 160)	BreakerBayRd (opp 160)	-41.3383276	174.8236721	3	0	
5128	5128	Izard Park - Wilton Road (near 41)	IzardPk-WiltonRd (41)	-41.26449927	174.7643263	2	0	
9287	9287	Hewer Crescent at Sladden Street	HewerCres at Sladden	-41.19425086	174.9531027	5	0	
4312	4312	Tinakori Road at St Mary Street	TinakoriRd at StMary	-41.27929047	174.7685352	1	0	
2765	2765	The Companionway at Cannon Lane (school stop)	TheCompanionway at Cannon (sch)	-41.11374805	174.8908364	6	0	
7138	7138	Severn Street at Wye Street (school stop)	SevernSt at Wye (sch)	-41.34249272	174.7645078	3	0	
CART	CART	Carterton Station	CartertonStn	-41.02168247	175.5233127	13	0	
8277	8277	Waddington Drive at Naenae Park (near 222)	WaddingtonDr at NaenaePk (222)	-41.20319484	174.9568273	5	0	
1546	1546	Barrett Drive at Marina Lagoon	BarrettDr at MarinaLagoon	-40.87149924	175.011578	10	0	
8901	8901	Wainuiomata Road at Parkway (near 189)	WainuiomataRd at Pkway (189)	-41.25463521	174.9295976	5	0	
8232	8232	Taita Drive (near 176)	TaitaDr (176)	-41.18890445	174.9443588	5	0	
7132	7132	The Parade at Island Bay Shops	Parade at Shops	-41.33443014	174.7733723	3	0	
5413	5413	Punjab Street at Waru Street	PunjabSt at Waru	-41.25360577	174.7869389	3	0	
2720	2720	Discovery Drive at Whitby Village	DiscoveryDr at WhitbyVlg	-41.11741296	174.8941278	6	0	
9465	9465	Fergusson Drive at Golf Road	FergussonDr at Golf	-41.14161838	175.0226721	6	0	
7257	7257	Kaikoura Street at Cobar Close	KaikouraSt at Cobar	-41.30573487	174.8171492	3	0	
7270	7270	Awa Road at Nevay Road	AwaRd at Nevay	-41.31206213	174.8271208	3	0	
7728	7728	The Ridgeway at Wentworth Street	Ridgeway at Wentworth	-41.31772959	174.7640785	2	0	
6033	6033	Broadway at Hobart Street	Broadway at Hobart	-41.32526656	174.8123151	3	0	
7917	7917	Hutchison Road - Stop A	HutchisonRd-A	-41.3075639	174.7751893	2	0	
7524	7524	The Crescent (near 44)	Crescent (44)	-41.29051378	174.7998882	2	0	
6932	6932	View Road at Houghton Bay Road	View at HoughtonBayRd	-41.33335188	174.7887568	3	0	
5345	5345	Victory Avenue at Tobruk Street	VictoryAve at Tobruk	-41.28142676	174.7287113	3	0	
5500	5500	Wellington Station - Stop A	WgtnStn-A	-41.27858839	174.7790235	1	0	
6748	6748	Finnimore Terrace at Dransfield Street	FinnimoreTce at Dransfield	-41.31211639	174.7718116	2	0	
9068	9068	Pokohiwi Road at Poto Road	PokohiwiRd at Poto	-41.20133526	174.8902256	4	0	
9408	9408	Pinehaven Road at Winchester Avenue	PinehavenRd at Winchester	-41.15772796	175.0131565	6	0	
1951	1951	Renall Street at Essex Street	RenallSt at Essex	-40.94742743	175.6410026	14	0	
2730	2730	James Cook Drive at Sailmaker Close	JamesCookDr at Sailmaker	-41.11272115	174.9016113	6	0	
1164	1164	Te Kupe Road (near 37)	TeKupeRd (37)	-40.87949742	174.9958964	9	0	
9514	9514	Kirton Drive at Riverstone Drive	KirtonDr at Riverstone	-41.11894782	175.0383125	7	0	
4390	4390	Campbell Street (near 171)	CampbellSt (171)	-41.29388411	174.7448049	3	0	
8849	8849	Muritai Road at Eastbourne Village	MuritaiRd at EastbourneVlg	-41.29073792	174.8980593	6	0	
3478	3478	Stewart Drive (near 89)	StewartDr (89)	-41.22209617	174.814712	3	0	
9336	9336	Kingsley Street (near 61)	KingsleySt (61)	-41.1562556	174.9890379	6	0	
1712	1712	Te Manuao Road - Baptist Church	TeManuao-BaptistCh	-40.75704932	175.1637768	13	0	
8279	8279	Hay Street at Boyd Grove	HaySt at Boyd	-41.20325106	174.9641039	5	0	
6754	6754	Balfour Street (near 24)	BalfourSt (24)	-41.31963	174.76703	2	0	
7267	7267	Nevay Road at Taipakupaku Road	NevayRd at Taipakupaku	-41.3063522	174.8293504	3	0	
7551	7551	Evans Bay Parade (near 468)	EvansBayPde (468)	-41.30955371	174.7976644	2	0	
9851	9851	Muritai Road (near 247)	MuritaiRd (247)	-41.2950947	174.8960359	6	0	
1470	1470	Jeep Road at The Esplanade	JeepRd at TheEsp	-40.94285124	174.9744224	9	0	
9401	9401	Blue Mountains Road - Fendalton Crescent	BlueMtnsRd-FendaltonCres	-41.15694315	175.0168269	6	0	
2535	2535	Truro Road (hail and ride) (school stop)	TruroRd (h/r) (sch)	-41.09092	174.874789	6	0	
9118	9118	High Street at Melling Road	HighSt at Melling	-41.20503227	174.9117998	4	0	
8962	8962	Wellington Road at Devon Street (near 52)	WgtnRd at Devon (52)	-41.25254339	174.946842	5	0	
3273	3273	Abilene Crescent opposite Trilids Lane	AbileneCres opp Trilids	-41.20932851	174.806172	3	0	
8304	8304	Holborn Drive (near 12)	HolbornDr (12)	-41.16309276	174.9821701	6	0	
3426	3426	Mark Avenue (near 75)	MarkAve (75)	-41.211269	174.816092	3	0	
6730	6730	Kingston - Stop B	Kingston-B	-41.32367919	174.7637611	2	0	
1144	1144	Manly Street at Arthur Street	ManlySt at Arthur	-40.88703349	174.9832066	9	0	
7289	7289	Tannadyce Street (near 105)	TannadyceSt (105)	-41.32664343	174.8277672	3	0	
9152	9152	Hutt Park Roundabout - Waione Street	HuttPkRoundabout-WaioneSt	-41.23364144	174.9029687	4	0	
9951	9951	Parkway at Totara Street	Parkway at Totara	-41.253903	174.9302922	5	0	
9112	9112	Victoria Street at Weltec - Block F	VictoriaSt at Weltec-BlockF	-41.21368294	174.8952331	4	0	
1424	1424	Matai Road (near 136)	MataiRd (136)	-40.92726678	174.9854059	9	0	
6773	6773	Mitchell Street (opposite 212)	MitchellSt opp 212	-41.31423417	174.7570552	2	0	
6530	6530	Hataitai School - Arawa Road	HataitaiSch-ArawaRd	-41.29868999	174.801188	2	0	
7089	7089	Ira Street at Broadway (near 5)	IraSt at Broadway (5)	-41.32433374	174.8200557	3	0	
2338	2338	Bedford Street at Leicester Street	BedfordSt at Leicester	-41.14549418	174.8678872	5	0	
2308	2308	Champion Street (near 157)	ChampionSt (157)	-41.13748192	174.8620601	5	0	
5430	5430	Homebush Road (near 29)	HomebushRd (29)	-41.24925258	174.8061545	3	0	
2323	2323	Bedford Street (near 164)	BedfordSt (164)	-41.14350124	174.8675326	5	0	
6567	6567	Roseneath Terrace at Thane Road	RoseneathTce at Thane	-41.29307046	174.7989893	2	0	
RENA	RENA	Renall Street Station	RenallStStn	-40.94765033	175.6384081	14	0	
9531	9531	Miro Street at Ward Street (near 2)	MiroSt at Ward (2)	-41.129953	175.0557886	7	0	
8542	8542	Brentwood Street at Hector Grove (near 56)	BrentwoodSt at Hector (56)	-41.13080896	175.0329425	7	0	
8502	8502	Totara Park Road at Clouston Park Road (near 36)	TotaraPkRd at CloustonPk (36)	-41.11669945	175.0815777	7	0	
8098	8098	Korokoro Road near Korokoro School	KorokoroRd nr KorokoroSch	-41.21611375	174.8677483	4	0	
4129	4129	Wilton Road (near 74)	WiltonRd (74)	-41.26622588	174.7629299	2	0	
5018	5018	Thorndon Quay - Capital Gateway (opposite)	ThorndonQy-CapitalGateway (opp)	-41.27593123	174.7819363	1	0	
3020	3020	Erris Street at Ironside Road (near 101)	ErrisSt at Ironside (101)	-41.21891633	174.7992355	3	0	
7287	7287	Beacon Hill Road (near 14)	BeaconHillRd (14)	-41.32383535	174.8280436	3	0	
2104	2104	Mungavin Avenue (near 69)	MungavinAve (69)	-41.14128091	174.8554951	5	0	
6099	6099	Ahuriri Street at Kekerenga Street	AhuririSt at Kekerenga	-41.33739453	174.8143245	3	0	
4131	4131	Warwick Street at Gloucester Street	WarwickSt at Gloucester	-41.26866134	174.7595191	2	0	
4940	4940	Raroa Road at Fairview Crescent	RaroaRd at Fairview	-41.28918797	174.7574577	2	0	
6947	6947	Mt Albert Road at Volga Street	MtAlbertRd at Volga	-41.32829274	174.7800169	3	0	
5917	5917	Kelburn Village - Upland Road (St Michael's)	KelburnVlg-UplandRd (StMichael's)	-41.28928589	174.7628342	2	0	
9693	9693	Akatarawa Road - Akatarawa Store	AkatarawaStore	-41.09501336	175.0952994	7	0	
1517	1517	Rimu Street opposite Kapakapanui School	RimuSt opp KapakapanuiSch	-40.874333	175.054546	10	0	
1637	1637	Te Moana Road (near 460)	TeMoanaRd (460)	-40.879611	175.059437	10	0	
9422	9422	Gallipoli Road near Cassino Grove	GallipoliRd nr Cassino	-41.14350226	175.0333346	6	0	
3910	3910	Main Road Tawa at Sunrise Boulevard	MainRdTawa at Sunrise	-41.18356659	174.8247358	4	0	
8113	8113	Queens Drive at Riddiford Gardens	QueensDr at RiddifordGdns	-41.21170584	174.9004242	4	0	
9539	9539	Queen Street at King Street	QueenSt at King	-41.12268614	175.0742627	7	0	
1220	1220	Kapiti Road opposite Cedar Drive	KapitiRd opp Cedar	-40.89927151	174.9891517	9	0	
8208	8208	Fairway Drive at Avalon Park	FairwayDr at AvalonPk	-41.19529903	174.9336966	5	0	
4510	4510	Massey Street at McMaster Street	Massey at McMaster	-41.0828042	175.4661971	12	0	
1208	1208	Guildford Drive - Kapiti Village (opposite)	GuildfordDr-KapitiVlg (opp)	-40.90159725	175.0018377	9	0	
3450	3450	Guadeloupe Crescent at Mark Avenue	GuadeloupeCres at Mark	-41.206592	174.823415	3	0	
8260	8260	Naenae Road at Vogel Street (near 154)	NaenaeRd at Vogel (154)	-41.20226008	174.9482127	5	0	
6509	6509	Wakefield Street (near 234)	Wakefield St (234)	-41.29190238	174.7808924	1	0	
4426	4426	Mandalay Terrace at Lakshmi Place	MandalayTce at Lakshmi	-41.24630392	174.8046411	3	0	
2610	2610	Mana View Road (near 3) (hail and ride) (school stop)	ManaViewRd (3) (h/r) (sch)	-41.09500991	174.8695262	6	0	
4311	4311	Bowen Street (near 38)	BowenSt (38)	-41.27862	174.7749	1	0	
2718	2718	Whitby Lakes (Lower Lake)	WhitbyLakes (Lower)	-41.11897089	174.8925051	6	0	
6931	6931	Houghton Bay Road at Hornsey Road (near 57)	HoughtonBay at Hornsey (57)	-41.33205495	174.7871697	3	0	
9237	9237	Reynolds Street at St Matthew's Church	ReynoldsSt at StMatthew'sChch	-41.17879353	174.956339	5	0	
9461	9461	Silver Stream Railway Museum (opposite)	SilverStreamRailwayMuseum (opp)	-41.14999855	174.9914703	6	0	
8779	8779	Gracefield Road (near 101)	GracefieldRd (101)	-41.23656885	174.9165371	4	0	
7796	7796	Happy Valley Road (near 281)	HappyVlyRd (281)	-41.32935638	174.7577006	3	0	
8322	8322	Hawthorn Crescent at Glen Road (near 28)	HawthornCres at Glen (28)	-41.17163776	174.985944	6	0	
2156	2156	Warspite Avenue at Driver Crescent	WarspiteAve at Driver	-41.13562163	174.8767808	5	0	
2550	2550	Ayton Drive (near 78)	AytonDr (78)	-41.11000237	174.8951046	6	0	
8979	8979	Wise Street (near 89)	WiseSt (89)	-41.24779739	174.95052	5	0	
1817	1817	Tauherenikau - SH2 at Moroa Road	Tauherenikau-SH2 at Racecourse	-41.11805406	175.3790239	12	0	
8053	8053	Dowse Drive (near 56)	DowseDr (56)	-41.21377258	174.8787749	4	0	
8528	8528	Ararino Street at Miro Street (near 31)	ArarinoSt at Miro (31)	-41.13428908	175.0449635	7	0	
6934	6934	View Road opposite Twomey Grove	ViewRd opp Twomey	-41.33669768	174.7898063	3	0	
9604	9604	Gemstone Drive opposite Jasper Grove	GemstoneDr opp Jasper	-41.09300021	175.1069033	7	0	
1852	1852	Masterton District Council (hail and ride)	MastertonDC (h/r)	-40.94913129	175.660132	14	0	
8920	8920	Hine Road (near 106)	HineRd (106)	-41.27484583	174.9648166	5	0	
2100	2100	Mungavin Park - Mungavin Avenue	MungavinPk-MungavinAve	-41.13928107	174.8510303	5	0	
1845	1845	Queen Street - Pak n Save	QueenSt	-40.95759881	175.6491309	14	0	
9731	9731	Seaview - Seaview Road (near 43)	Seaview-SeaviewRd (43)	-41.238795	174.907669	4	0	
9326	9326	The Glen - Horoeka Street (near 100)	TheGlen-HoroekaSt (100)	-41.17498638	174.9944922	6	0	
2170	2170	Mungavin Avenue at Sievers Grove	MungavinAve at Sievers	-41.1424014	174.8586247	5	0	
7947	7947	Mt Albert Road at Volga Street	MtAlbertRd at VolgaSt	-41.32864918	174.7802656	3	0	
8968	8968	Wellington Road at Arakura Park (near 242)	WgtnRd at ArakuraPk (242)	-41.23778308	174.9461651	5	0	
6906	6906	The Terrace at Salamanca Road	Terrace at SalamancaRd	-41.2892366	174.7719088	1	0	
8921	8921	Wainuiomata South - Hine Road	WainuiomataS-HineRd	-41.27640306	174.9685646	5	0	
5024	5024	Thorndon Quay at Motorway (near 243 - Northbound)	ThorndonQy at Motorway (243 Nthbnd)	-41.26971232	174.7810337	1	0	
9585	9585	Fergusson Drive (near 1055)	FergussonDr (1055)	-41.11872256	175.084262	7	0	
6794	6794	Ohiro Road (near 451)	OhiroRd (451)	-41.31994895	174.7603151	2	0	
2011	2011	Lyttelton Avenue at Walton Leigh Avenue	LytteltonAve at WaltonLeigh	-41.13779797	174.8424102	5	0	
4323	4323	Karori Road at Standen Street	KaroriRd at Standen	-41.28118846	174.7504369	3	0	
9296	9296	Eastern Hutt Road at Peterkin Street North (near 51)	EasternHuttRd at PeterkinStN (51)	-41.18366391	174.9612531	5	0	
9001	9001	Petone Station - Stop A	PetoneStn-A	-41.2223046	174.8692367	4	0	
8155	8155	Randwick Road opposite Moera Shops	RandwickRd opp MoeraShops	-41.22711201	174.9056426	4	0	
5933	5933	Mairangi Road at Dorset Way	MairangiRd at Dorset	-41.26698497	174.766293	2	0	
8508	8508	California Drive opposite Baltimore Cres	CaliforniaDr opp BaltimoreCres	-41.10888598	175.0902625	7	0	
1805	1805	State Highway 53 at Kahutara Road	SH53 at Kahutara	-41.15008273	175.3676701	12	0	
4500	4500	Woodside Station (bus stop)	WoodsideStn (bus)	-41.06712341	175.401673	12	0	
9223	9223	Hutt Hospital - High Street (opposite)	HuttHosp-HighSt (opp)	-41.20320123	174.9243883	4/5	0	
6239	6239	Darlington Road (near 65)	DarlingtonRd (65)	-41.30985112	174.8245505	3	0	
2570	2570	Postgate Drive opposite Browns Bay Park	PostgateDr opp BrownsBayPk	-41.10699992	174.880967	6	0	
6260	6260	Akaroa Drive at Countess Close	AkaroaDr at Countess	-41.30109709	174.8205299	3	0	
9239	9239	Reynolds Street at Nash Street (near 101)	ReynoldsSt at Nash (101)	-41.17408783	174.9576295	5	0	
8964	8964	Wellington Road at Dublin Street (near 128)	WgtnRd at Dublin (128)	-41.24710016	174.9438162	5	0	
7766	7766	Karepa Street (near 80)	KarepaSt (80)	-41.30244364	174.7586004	2	0	
4451	4451	Ngaio School - Colway Street	NgaioSch-ColwaySt	-41.24783517	174.7756826	3	0	
MANO	MANO	Manor Park Station	ManorPkStn	-41.156315	174.978929	6	0	
9612	9612	Norana Road at Aniseed Grove (near 51)	NoranaRd at Aniseed (51)	-41.107467	175.10349	7	0	
2912	2912	Titahi Bay Library - Tireti Road	TitahiBayLib-TiretiRd	-41.10830816	174.8361099	5	0	
1623	1623	Te Moana Road (near 463a)	TeMoanaRd (463a)	-40.879488	175.059629	10	0	
1124	1124	Michael Road (near 67)	MichaelRd (67)	-40.88211807	175.0018116	9	0	
8519	8519	Percy Kinsman Crescent (near 27)	PercyKinsmanCres (27)	-41.11250656	175.0441246	7	0	
9110	9110	Cuba Street near Montague Street	CubaSt nr Montague	-41.21654641	174.8909022	4	0	
1618	1618	Field Way at Konini Crescent (near 14)	FieldWay at Konini (14)	-40.85983563	175.0294959	10	0	
8531	8531	Miro Street at Ward Street	MiroSt at Ward	-41.13004303	175.0557914	7	0	
6134	6134	The Parade at Humber Street (near 311)	Parade at Humber (131)	-41.34076563	174.771393	3	0	
5386	5386	Duthie Street at Hurman Street (near 71)	DuthieSt at Hurman (71)	-41.28933885	174.7475498	3	0	
8080	8080	Miromiro Road at Normandale Road (school stop)	MiromiroRd at Normandale (sch)	-41.208008	174.889908	4	0	
3252	3252	Johnsonville Road (near 147)	JohnsonvilleRd (147)	-41.22671418	174.8074428	3	0	
6080	6080	Miramar Avenue at Tauhinu Road	MiramarAve at Tauhinu	-41.31498596	174.8131054	3	0	
8217	8217	Major Drive at Becks Close (near 216)	MajorDr at Becks (126)	-41.17434643	174.937014	5	0	
3780	3780	Kenmore Street at Horokiwi Road (near 101)	KenmoreSt at Horokiwi (101)	-41.22355465	174.8250122	3	0	
8613	8613	Norana Road at Timberlea Park	NoranaRd at TimberleaPk	-41.10607703	175.1060115	7	0	
5134	5134	Gloucester Street at Wilton Road	GloucesterSt at Wilton	-41.26865804	174.7570263	2	0	
8288	8288	Sladden Street (near 43)	SladdenSt (43)	-41.19581366	174.9512412	5	0	
9584	9584	Fergusson Drive at Kashmir Avenue (near 1025)	FergussonDr at Kashmir (1025)	-41.12020811	175.0818077	7	0	
9256	9256	High Street at The Links	HighSt at Links	-41.16699739	174.9667156	5	0	
9782	9782	Gracefield Road (near 240)	GracefieldRd (240)	-41.24629508	174.9112124	4	0	
4361	4361	Parklands Drive at Collier Avenue	ParklandsDr at Collier	-41.28919861	174.7270058	3	0	
9174	9174	Whites Line East at Waitui Crescent	WhitesLineEast at Waitui	-41.22455139	174.9188107	4	0	
4126	4126	Wilton Road at Blackbridge Road	WiltonRd at Blackbridge	-41.2616407	174.7669997	2	0	
8055	8055	Dowse Drive at Mulberry Street	DowseDr at Mulberry	-41.21139869	174.8807346	4	0	
4332	4332	Karori - Allington Road	Karori-AllingtonRd	-41.28897687	174.7233106	3	0	
7526	7526	Grafton Road (near 102)	GraftonRd (102)	-41.29365934	174.800333	2	0	
9329	9329	Glen Road at Stokes Valley Road	GlenRd at StokesVly	-41.16904375	174.9839416	6	0	
9235	9235	Reynolds Street at Taita Drive	ReynoldsSt at Taita	-41.18066891	174.9519837	5	0	
8212	8212	Major Drive at Sunshine Crescent (near 50)	MajorDr at Sunshine (50)	-41.18565596	174.9286435	5	0	
7767	7767	Karepa Street at Ashton Fitchett Drive	KarepaSt at AshtonFitchett	-41.30421839	174.7582196	2	0	
6564	6564	Hawker Street at Moeller Street	HawkerSt at Moeller	-41.29200767	174.7907335	1	0	
7088	7088	Ira Street at Devonshire Road	IraSt at Devonshire	-41.3216309	174.8200999	3	0	
9625	9625	Plateau Road (near 165)	PlateauRd (165)	-41.09640574	175.1420177	8	0	
9613	9613	Norana Road opposite Timberlea Park	NoranaRd opp TimberleaPark	-41.10598701	175.1060086	7	0	
8960	8960	Frederick Wise Park - Parkway	FrederickWisePk-Pkway	-41.25606652	174.9462305	5	0	
1762	1762	Otaki Town - Tasman Road at Te Rauparaha Street	OtakiTown-TasmanRd at Te Rauparaha	-40.75169874	175.1367156	13	0	
7030	7030	Caledonia Street (near 10) (school stop)	CaledoniaSt (10) (sch)	-41.3209751	174.8102845	3	0	
7072	7072	Scorching Bay - Massey Road	ScorchingBay-MasseyRd	-41.29640642	174.8332161	3	0	
1864	1864	Johnstone Street at Colombo Road	JohnstoneSt at Colombo	-40.95856805	175.6656844	14	0	
2616	2616	Truro Road at Pope Street (hail and ride) (school stop)	TruroRd at Pope (h/r) (sch)	-41.08943316	174.8735809	6	0	
2508	2508	Eskdale Road at Forth Place (near 13)	EskdaleRd at Forth (13)	-41.110566	174.865258	5	0	
7149	7149	Happy Valley Road opposite Owhiro Bay School (school stop)	HappyVlyRd opp OwhiroBaySch (sch)	-41.33851252	174.7597395	3	0	
8419	8419	Somme Road at Maadi Place	SommeRd at Maadi	-41.1441893	175.0250151	6	0	
1738	1738	Rangiuru Road at Riverbank Road	RangiuruRd at Riverbank	-40.75426892	175.1243604	13	0	
4367	4367	Hazlewood Avenue (near 16)	HazlewoodAve (16)	-41.29410892	174.7239108	3	0	
3026	3026	Cortina Avenue at Stonefield Place	CortinaAve at Stonefield	-41.2193286	174.7959066	3	0	
9560	9560	Maidstone Intermediate School (school stop)	MaidstoneIntSch (sch)	-41.123059	175.05885	7	0	
1916	1916	State Highway 2 at Camp Road	SH2 at Camp (h/r)	-41.11866251	175.3582028	11	0	
8246	8246	High Street at Guiness Street	HighSt at Guiness	-41.19163889	174.9477785	5	0	
9017	9017	Jackson Street opposite Aurora Street	JacksonSt opp Aurora	-41.22744192	174.8856088	4	0	
5912	5912	The Terrace at Aurora Terrace (near 85)	Terrace at Aurora (85)	-41.28144027	174.7751606	1	0	
6263	6263	Nevay Road (near 196)	NevayRd (196)	-41.29852893	174.8285345	3	0	
7303	7303	Raukawa Street at Monorgan Road	RaukawaSt at Monorgan	-41.328656	174.817613	3	0	
7268	7268	Nevay Road (opposite 50)	NevayRd (opp 50)	-41.3087063	174.82858	3	0	
6044	6044	Inglis Street at Mantell Street	InglisSt at Mantell	-41.3284619	174.8323587	3	0	
7152	7152	Happy Valley Road (near 31) (school stop)	HappyVlyRd (31) (sch)	-41.34283235	174.7599753	3	0	
8842	8842	Marine Drive near Mahina Bay	MarineDr nr MahinaBay	-41.27021788	174.9079705	5	0	
8168	8168	Fairfield Shops - Waiwhetu Road (near 300)	FairfieldShops-WaiwhetuRd (300)	-41.2110619	174.9336837	4/5	0	
9981	9981	Wise Street at Thirlmere Street	WiseSt at Thirlmere	-41.25300475	174.9515104	5	0	
6151	6151	Happy Valley Road (near 70) (school stop)	HappyVlyRd (70) (sch)	-41.34093615	174.7602828	3	0	
AWAR	AWAR	Awarua Street Station	AwaruaSt Stn	-41.24650334	174.7742774	3	0	
8019	8019	Jessie Street at Jackson Street (near 29)	JessieSt at Jackson (29)	-41.2291682	174.8901921	4	0	
1885	1885	Masters Crescent at Cornwall Street	MastersCres at Cornwall	-40.95049759	175.6367295	14	0	
1480	1480	Matai Road (near 51)	MataiRd (51)	-40.93386323	174.9837755	9	0	
8965	8965	Wellington Road at Kent Street (near 164)	WgtnRd at Kent (164)	-41.24448133	174.9442159	5	0	
9464	9464	Fergusson Drive at Kiwi Street	FergussonDr at Kiwi	-41.14338944	175.0192711	6	0	
2737	2737	Joseph Banks Drive (near 91)	JosephBanksDr (91)	-41.10762317	174.9142106	6	0	
7100	7100	Robertson Street (near 16)	RobertsonSt (16)	-41.34398269	174.761321	3	0	
7266	7266	Nevay Road at Totara Road	NevayRd at Totara	-41.30369984	174.8291769	3	0	
9780	9780	Gracefield Road (near 116)	GracefieldRd (116)	-41.23853755	174.9173106	4	0	
8008	8008	Cuba Street at Manchester Street	CubaSt at Manchester	-41.22327319	174.8871592	4	0	
